,LotArea,LotFrontage,Alley,OverallQual,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,TotRmsAbvGrd,GarageArea,OpenPorchSF,EnclosedPorch,GarageArea,SalePrice
235,15896,0.0,0,7,1999,1999,210.0,913.0,1177.0,1223,1089,2312,8,658.0,0,0,658.0,231435.54
236,7848,64.0,0,7,1999,1999,0.0,0.0,384.0,774,656,1430,7,410.0,0,0,410.0,180823.37
237,12720,106.0,0,8,2000,2000,150.0,1173.0,1455.0,1466,1221,2687,10,810.0,30,0,810.0,286660.24
238,10750,0.0,0,8,1994,1995,634.0,236.0,2024.0,2063,0,2063,7,815.0,56,0,815.0,268096.13
239,9085,79.0,0,7,1995,1996,286.0,816.0,1070.0,1094,967,2061,7,647.0,102,209,647.0,233216.13
240,11692,0.0,0,8,1993,1994,372.0,624.0,1173.0,1215,1017,2232,8,623.0,165,0,623.0,242997.22
241,11194,86.0,0,8,2008,2008,240.0,0.0,1696.0,1696,0,1696,7,972.0,56,0,972.0,256346.8
242,10206,78.0,0,8,2008,2008,294.0,0.0,1614.0,1658,0,1658,7,726.0,44,0,726.0,237750.71
243,10130,85.0,0,8,2007,2007,260.0,1294.0,1702.0,1702,0,1702,7,844.0,69,0,844.0,268097.68
244,9139,76.0,0,8,2006,2006,206.0,379.0,1422.0,1432,0,1432,7,492.0,50,0,492.0,211681.65
245,11128,85.0,0,9,2005,2006,198.0,2158.0,2458.0,2490,0,2490,9,795.0,226,0,795.0,310212.04
246,7993,90.0,0,7,2008,2009,0.0,0.0,1436.0,1436,0,1436,6,529.0,121,0,529.0,201420.62
247,8640,72.0,0,7,2008,2008,0.0,0.0,1402.0,1402,0,1402,7,625.0,126,0,625.0,208452.11
248,12606,112.0,0,9,2007,2008,120.0,0.0,1530.0,1530,0,1530,7,984.0,136,0,984.0,263749.53
249,7500,75.0,0,8,2006,2007,238.0,24.0,1372.0,1448,0,1448,6,692.0,140,0,692.0,223742.48
250,10603,84.0,0,8,2006,2006,121.0,682.0,900.0,909,886,1795,8,782.0,45,0,782.0,231369.96
251,8125,65.0,0,8,2008,2009,288.0,0.0,1836.0,1836,0,1836,8,517.0,175,0,517.0,238988.49
252,10625,85.0,0,7,2006,2007,0.0,1430.0,1652.0,1662,0,1662,8,711.0,120,0,711.0,254686.0
253,8736,68.0,0,7,2003,2004,0.0,771.0,1553.0,1553,0,1553,6,588.0,88,0,588.0,214747.01
254,8127,65.0,0,7,2003,2003,0.0,410.0,812.0,812,841,1653,6,628.0,45,0,628.0,194007.37
255,9605,80.0,0,7,2007,2007,0.0,0.0,1218.0,1218,0,1218,6,576.0,178,0,576.0,199698.44
256,7500,63.0,0,7,2006,2006,0.0,54.0,1141.0,1141,0,1141,6,484.0,0,0,484.0,180735.79
257,7500,63.0,0,6,2004,2004,0.0,0.0,1158.0,1158,0,1158,5,0.0,50,0,0.0,139796.14
258,10628,96.0,0,7,2004,2004,0.0,0.0,835.0,871,941,1812,8,478.0,91,0,478.0,200613.15
259,10141,76.0,0,8,2004,2004,264.0,516.0,1512.0,1512,0,1512,6,845.0,36,0,845.0,244212.1
260,13072,63.0,0,7,2004,2005,0.0,0.0,1114.0,1114,0,1114,6,576.0,102,0,576.0,191604.9
261,13072,63.0,0,5,2004,2004,0.0,0.0,1114.0,1114,0,1114,6,0.0,39,0,0.0,137098.74
262,12450,60.0,0,5,2003,2004,0.0,836.0,1114.0,1114,0,1114,6,576.0,42,0,576.0,169715.38
263,7328,61.0,0,7,2008,2009,140.0,0.0,1450.0,1450,0,1450,6,788.0,93,0,788.0,212445.75
264,11492,43.0,0,7,1996,1997,132.0,637.0,913.0,913,1209,2122,8,559.0,74,0,559.0,210657.43
265,7703,70.0,0,6,1992,1992,0.0,52.0,816.0,833,897,1730,6,528.0,91,0,528.0,188873.37
266,7175,50.0,0,6,1990,1991,0.0,0.0,1332.0,1332,0,1332,5,542.0,60,0,542.0,177488.79
267,9109,70.0,0,7,1994,1994,0.0,36.0,754.0,754,786,1540,6,495.0,32,0,495.0,183890.37
268,10274,0.0,0,6,1986,1986,141.0,331.0,676.0,698,702,1400,6,465.0,48,0,465.0,169307.97
269,8250,75.0,0,6,1981,1981,0.0,0.0,0.0,964,918,1882,8,612.0,0,0,612.0,185132.98
270,9750,63.0,0,5,1962,1962,0.0,68.0,980.0,980,0,980,5,400.0,28,0,400.0,125650.01
271,8499,0.0,0,5,1961,1961,0.0,660.0,864.0,864,0,864,5,732.0,312,0,732.0,159011.92
272,9079,0.0,0,5,1961,1961,0.0,864.0,864.0,864,0,864,5,440.0,0,0,440.0,134195.5
273,9316,0.0,0,5,1965,1965,0.0,544.0,1024.0,1020,0,1020,5,288.0,0,0,288.0,132257.08
274,7791,0.0,0,5,1963,1995,0.0,624.0,912.0,912,0,912,6,300.0,0,0,300.0,136166.0
275,7150,65.0,0,5,1962,1962,60.0,140.0,912.0,912,0,912,6,252.0,0,0,252.0,124314.08
276,15676,0.0,0,8,1980,1980,115.0,1733.0,2014.0,2014,0,2014,6,864.0,0,0,864.0,253708.77
277,11949,0.0,0,7,1991,2008,196.0,601.0,975.0,975,780,1755,7,524.0,60,0,524.0,194166.65
278,2880,32.0,1,7,2004,2005,0.0,0.0,1376.0,1376,1629,3005,9,704.0,177,0,704.0,256319.19
279,3830,0.0,1,6,2008,2008,280.0,0.0,1726.0,1726,0,1726,6,561.0,254,0,561.0,209802.08
280,4217,0.0,1,6,2008,2008,252.0,962.0,1145.0,1256,0,1256,5,641.0,169,0,641.0,191081.8
281,2998,34.0,0,6,2000,2000,513.0,507.0,756.0,756,756,1512,4,440.0,32,0,440.0,168341.82
282,3768,35.0,0,7,1999,1999,218.0,549.0,691.0,713,739,1452,6,506.0,34,0,506.0,181509.87
283,14694,0.0,0,8,1977,2008,450.0,1252.0,1694.0,1694,0,1694,5,642.0,120,0,642.0,243092.93
284,15417,110.0,0,7,1981,1981,0.0,121.0,1740.0,1740,0,1740,7,540.0,20,218,540.0,192997.09
285,9600,80.0,0,8,1976,1976,200.0,0.0,392.0,1487,1012,2499,5,527.0,64,0,527.0,202799.78
286,12732,0.0,0,7,1974,1974,0.0,560.0,752.0,1285,782,2067,7,784.0,40,0,784.0,204350.85
287,10400,80.0,0,6,1967,1997,256.0,0.0,932.0,1271,1369,2640,8,515.0,120,0,515.0,225088.48
288,9600,80.0,0,5,1969,1969,128.0,553.0,1288.0,1336,0,1336,6,502.0,11,0,502.0,144225.0
289,9000,75.0,0,6,1969,1969,200.0,955.0,1216.0,1216,0,1216,5,336.0,0,0,336.0,141653.0
290,13774,0.0,0,7,1977,1992,283.0,432.0,908.0,1316,972,2288,8,520.0,72,0,520.0,206962.63
291,7130,62.0,0,5,1967,1967,0.0,648.0,864.0,864,0,864,5,312.0,0,0,312.0,128244.08
292,9600,80.0,0,5,1967,1967,0.0,0.0,1568.0,1568,0,1568,7,440.0,40,0,440.0,158024.96
293,9600,80.0,0,7,1974,1974,252.0,698.0,1165.0,1165,896,2061,8,498.0,77,0,498.0,210960.33
294,16500,0.0,0,6,1971,1971,509.0,962.0,1232.0,1320,0,1320,5,495.0,20,0,495.0,167316.5
295,7436,60.0,0,4,1960,1960,0.0,734.0,894.0,894,0,894,5,396.0,0,0,396.0,126692.51
296,8125,65.0,0,5,1959,1959,0.0,403.0,864.0,864,0,864,5,308.0,0,0,308.0,123411.51
297,9450,0.0,0,4,1957,1957,160.0,775.0,1040.0,1362,0,1362,6,768.0,0,84,768.0,147244.21
298,13495,0.0,0,5,1956,1956,70.0,625.0,1048.0,1728,0,1728,7,576.0,99,0,576.0,162060.2
299,9350,85.0,0,5,1961,1995,217.0,310.0,1313.0,1313,0,1313,6,610.0,28,0,610.0,163866.21
300,10500,115.0,0,5,1964,1964,144.0,998.0,1292.0,1292,0,1292,6,520.0,32,0,520.0,152311.5
301,8970,0.0,0,5,1965,1965,0.0,388.0,744.0,825,1315,2140,7,549.0,40,264,549.0,164872.33
302,11475,85.0,0,6,1961,1961,90.0,568.0,1208.0,1576,0,1576,7,368.0,0,0,368.0,146714.0
303,9768,68.0,0,5,1955,1955,0.0,100.0,960.0,960,0,960,5,330.0,70,0,330.0,121701.51
304,9900,90.0,0,6,1967,1967,0.0,1173.0,1680.0,1691,0,1691,5,550.0,67,260,550.0,171827.83
305,10573,92.0,0,6,1961,1961,3.0,1312.0,1453.0,1453,0,1453,6,530.0,49,0,530.0,163018.5
306,14695,80.0,0,6,1966,2008,210.0,1387.0,1562.0,1567,0,1567,5,542.0,110,0,542.0,211338.47
307,8760,73.0,0,5,1956,1956,164.0,856.0,1169.0,1144,0,1144,6,286.0,0,0,286.0,133871.58
308,12285,0.0,0,7,1960,1960,128.0,544.0,1329.0,1329,0,1329,5,441.0,0,203,441.0,148887.38
309,9240,66.0,0,6,1959,1998,0.0,708.0,988.0,988,0,988,6,297.0,0,0,297.0,138759.0
310,8750,70.0,0,5,1956,1956,0.0,435.0,1202.0,1202,0,1202,6,304.0,35,120,304.0,126819.46
311,8750,70.0,0,5,1955,1955,0.0,172.0,1382.0,1382,0,1382,6,350.0,0,0,350.0,133502.08
312,10400,80.0,0,4,1956,1956,0.0,155.0,1200.0,1200,0,1200,6,294.0,189,140,294.0,125680.96
313,9482,76.0,0,5,1958,1958,657.0,0.0,1866.0,1866,0,1866,8,495.0,0,0,495.0,186732.22
314,8128,53.0,0,6,1954,1954,80.0,490.0,1062.0,1062,0,1062,6,297.0,0,0,297.0,129175.58
315,13070,67.0,0,5,1951,1951,0.0,308.0,631.0,1112,0,1112,5,480.0,0,0,480.0,122052.01
316,8480,80.0,0,5,1945,1950,0.0,700.0,793.0,793,0,793,4,240.0,0,0,240.0,119567.51
317,7626,60.0,0,5,1952,2005,0.0,931.0,1031.0,1031,0,1031,5,230.0,0,0,230.0,135033.25
318,9533,75.0,0,5,1953,1953,140.0,0.0,0.0,1210,0,1210,7,616.0,0,100,616.0,123721.09
319,11419,78.0,0,7,1948,1999,0.0,699.0,699.0,801,726,1527,6,410.0,0,134,410.0,164554.72
320,9600,60.0,0,5,1950,1950,0.0,390.0,1200.0,1200,0,1200,6,246.0,0,0,246.0,126397.58
321,5470,53.0,0,3,1958,1958,0.0,0.0,792.0,792,0,792,4,366.0,90,0,366.0,111311.92
322,10800,60.0,0,5,1939,2006,0.0,0.0,676.0,676,676,1352,7,720.0,0,128,720.0,160655.07
323,8146,80.0,0,4,1900,2003,0.0,0.0,405.0,717,322,1039,6,281.0,0,168,281.0,117488.88
324,10230,60.0,2,5,1925,1950,0.0,0.0,1054.0,1078,0,1078,6,264.0,0,0,264.0,119585.72
325,10410,60.0,2,4,1915,1950,0.0,0.0,1313.0,1313,0,2377,8,528.0,0,432,528.0,138485.02
326,7200,60.0,0,7,1910,2008,0.0,0.0,560.0,930,760,1690,5,624.0,0,112,624.0,157709.62
327,5400,90.0,0,2,1940,1950,0.0,0.0,416.0,599,0,599,4,0.0,81,0,0.0,101970.19
328,10800,60.0,2,5,1920,1950,0.0,0.0,720.0,846,0,846,4,576.0,0,0,576.0,120742.95
329,10800,60.0,2,3,1890,1998,0.0,0.0,630.0,725,0,725,4,320.0,30,0,320.0,117979.38
330,9671,81.0,0,6,1969,1969,480.0,0.0,1248.0,1248,1296,2544,12,907.0,0,0,907.0,265513.71
331,10143,83.0,0,6,1963,1963,295.0,384.0,1380.0,1380,0,1380,6,364.0,0,0,364.0,143709.0
332,11500,77.0,0,6,1967,1967,0.0,872.0,1040.0,1040,0,1040,6,480.0,0,156,480.0,136129.08
333,8010,62.0,0,6,1958,2007,0.0,745.0,951.0,951,0,951,6,480.0,0,42,480.0,146207.0
334,10454,90.0,0,6,1957,1957,143.0,546.0,1105.0,1105,0,1105,5,308.0,0,0,308.0,133219.58
335,9000,80.0,0,6,1958,1958,82.0,0.0,160.0,1142,0,1142,5,384.0,28,64,384.0,118349.89
336,8064,60.0,0,6,1950,1950,0.0,621.0,795.0,765,368,1133,5,900.0,0,0,900.0,138082.43
337,7350,71.0,0,5,1958,1958,0.0,0.0,1041.0,1041,0,1041,6,294.0,0,0,294.0,124000.51
338,7200,60.0,0,5,1952,1952,0.0,630.0,732.0,732,0,732,4,240.0,68,0,240.0,115805.51
339,8000,80.0,0,5,1959,1959,0.0,433.0,528.0,1183,0,1183,6,288.0,0,0,288.0,124085.51
340,10800,60.0,0,4,1949,1996,0.0,0.0,832.0,832,629,1461,6,384.0,204,0,384.0,166189.97
341,8064,60.0,0,6,1948,1994,0.0,120.0,864.0,1064,0,1495,6,576.0,36,0,576.0,152715.7
342,7570,76.0,0,6,1964,1964,420.0,0.0,780.0,993,813,1806,8,483.0,55,0,483.0,175406.5
343,8604,75.0,0,5,1978,1978,124.0,941.0,941.0,941,0,941,4,564.0,40,0,564.0,139150.5
344,7936,80.0,0,6,1963,1963,0.0,826.0,1045.0,1045,0,1045,6,264.0,0,0,264.0,131683.08
345,4080,68.0,2,6,1935,1998,0.0,0.0,901.0,861,517,1378,6,162.0,0,40,162.0,136970.91
346,10307,57.0,2,6,1910,1950,0.0,633.0,972.0,972,972,1944,12,324.0,28,169,324.0,149312.04
347,15660,90.0,0,5,1910,2003,0.0,0.0,240.0,810,496,1306,6,472.0,0,0,472.0,136587.1
348,9900,90.0,0,5,1910,2002,0.0,0.0,504.0,764,700,1464,7,0.0,0,176,0.0,122607.42
349,6406,57.0,2,5,1939,1950,0.0,421.0,690.0,868,690,1558,7,400.0,36,0,400.0,136684.16
350,7627,63.0,0,4,1920,1950,0.0,0.0,600.0,1101,600,1701,8,0.0,0,148,0.0,120468.17
351,10134,56.0,2,5,1910,1950,0.0,0.0,801.0,801,646,1447,6,0.0,0,244,0.0,120868.52
352,6000,50.0,0,5,1950,1970,0.0,384.0,768.0,768,560,1328,6,308.0,12,0,308.0,129581.58
353,7404,62.0,0,4,1920,1950,0.0,0.0,861.0,861,0,861,5,288.0,0,128,288.0,108972.39
354,5925,50.0,0,2,1940,1950,0.0,0.0,0.0,612,0,612,4,308.0,0,25,308.0,98965.62
355,8520,60.0,0,5,1923,1950,0.0,0.0,624.0,792,0,792,5,287.0,0,81,287.0,109205.06
356,9600,60.0,0,4,1910,1950,0.0,0.0,677.0,833,677,1510,7,720.0,0,160,720.0,127840.23
357,8400,70.0,0,6,1900,1950,0.0,0.0,917.0,1090,917,2007,8,357.0,235,0,357.0,157872.01
358,3600,60.0,2,6,1917,2007,0.0,0.0,624.0,664,624,1288,5,280.0,103,0,280.0,137425.49
359,3300,0.0,0,4,1910,1950,0.0,0.0,624.0,816,0,816,5,0.0,33,0,0.0,102690.49
360,5400,60.0,0,6,1920,1950,0.0,0.0,972.0,1044,0,1480,6,207.0,0,176,207.0,117332.38
361,9720,60.0,2,6,1910,2002,0.0,0.0,741.0,780,741,1521,8,640.0,0,238,640.0,143529.93
362,9392,72.0,0,3,1900,1950,0.0,0.0,245.0,797,0,797,5,0.0,36,94,0.0,101096.74
363,6615,0.0,0,6,1923,1950,0.0,0.0,1022.0,1432,0,1432,6,216.0,61,0,216.0,126666.8
364,4960,50.0,0,5,1930,1982,0.0,0.0,297.0,1001,653,1654,7,336.0,60,0,336.0,141655.45
365,6000,60.0,0,5,1924,1950,444.0,220.0,468.0,822,320,1142,6,320.0,0,98,320.0,118025.38
366,6120,51.0,0,5,1925,1999,0.0,0.0,960.0,995,0,995,5,264.0,15,51,264.0,125587.13
367,6120,51.0,0,5,1938,1950,0.0,273.0,952.0,994,588,1582,6,250.0,0,34,250.0,127814.08
368,8635,50.0,0,5,1925,1950,0.0,134.0,1072.0,1072,0,1072,5,1184.0,0,105,1184.0,135895.92
369,8094,57.0,2,6,1915,1950,0.0,0.0,1048.0,1048,720,1768,8,576.0,0,150,576.0,138859.64
370,9928,68.0,2,7,1915,1994,0.0,0.0,672.0,1272,672,1944,8,216.0,28,0,216.0,150136.01
371,3000,50.0,2,5,1922,1950,0.0,0.0,1040.0,1088,1040,2128,11,0.0,56,0,0.0,141511.51
372,6876,57.0,0,6,1927,1950,0.0,522.0,720.0,1146,784,1930,8,316.0,0,213,316.0,135059.7
373,5775,0.0,0,6,1915,2002,0.0,0.0,483.0,741,686,1427,7,379.0,24,112,379.0,146698.75
374,5852,41.0,0,7,1902,2000,188.0,169.0,1020.0,978,886,1864,9,0.0,188,102,0.0,155634.91
375,5160,60.0,0,6,1927,1950,0.0,0.0,1204.0,1204,462,1666,4,384.0,0,148,384.0,121902.81
376,5160,86.0,2,4,1923,1950,0.0,749.0,858.0,892,0,892,5,0.0,0,105,0.0,109806.02
377,10320,60.0,2,6,1915,1965,0.0,276.0,698.0,754,649,1403,7,308.0,0,288,308.0,129091.47
378,4280,50.0,0,4,1946,2001,0.0,0.0,560.0,704,0,704,4,220.0,0,24,220.0,115890.63
379,10800,60.0,0,5,1987,1988,0.0,1200.0,1200.0,1200,0,1200,5,0.0,0,0,0.0,133240.5
380,10547,0.0,0,5,1978,1978,0.0,1152.0,1152.0,1152,0,1152,6,252.0,0,0,252.0,142042.5
381,9780,60.0,0,5,1934,1950,0.0,0.0,585.0,687,425,1112,6,226.0,0,0,226.0,115609.01
382,11625,75.0,0,5,1967,1967,172.0,527.0,1052.0,1052,0,1052,6,668.0,215,0,668.0,153856.51
383,8014,0.0,0,6,1978,1978,23.0,456.0,456.0,1034,0,1034,5,504.0,0,0,504.0,141663.0
384,15400,88.0,0,5,1961,1961,0.0,0.0,552.0,904,611,1774,8,384.0,40,0,384.0,153821.6
385,15312,88.0,0,6,1960,1960,54.0,588.0,1138.0,1138,0,1138,6,480.0,0,0,480.0,138086.58
386,15584,0.0,0,5,1956,1956,366.0,0.0,825.0,2071,0,2071,9,336.0,28,0,336.0,162811.28
387,9000,0.0,0,2,1947,1950,0.0,0.0,0.0,660,0,660,5,0.0,0,100,0.0,99398.69
388,15635,0.0,0,4,1954,1954,0.0,0.0,0.0,1383,0,1383,6,498.0,0,90,498.0,120763.59
389,9571,68.0,0,5,1956,1956,0.0,257.0,1073.0,1073,0,1073,5,340.0,0,0,340.0,124552.51
390,9350,50.0,0,6,1946,1950,0.0,342.0,747.0,892,747,1639,6,240.0,50,0,240.0,135361.87
391,7440,62.0,0,5,1954,1954,0.0,173.0,1089.0,1089,0,1089,5,252.0,0,0,252.0,122711.31
392,4235,42.0,0,5,1984,1984,149.0,552.0,1049.0,1049,0,1049,5,266.0,105,0,266.0,136974.5
393,10778,74.0,0,7,1990,1991,0.0,460.0,1054.0,1061,0,1061,4,462.0,36,0,462.0,160492.38
394,19255,66.0,0,6,1983,1983,100.0,70.0,520.0,1338,0,1338,5,576.0,0,0,576.0,150033.18
395,10560,85.0,0,7,1993,1994,0.0,474.0,1079.0,1079,800,1879,8,473.0,100,144,473.0,203098.35
396,26400,120.0,0,5,1880,2007,0.0,0.0,0.0,1288,728,2016,7,576.0,0,0,576.0,159854.95
397,7018,64.0,0,5,1979,1979,0.0,0.0,0.0,1114,1114,2228,8,720.0,0,0,720.0,189438.33
398,7018,64.0,0,5,1979,1979,0.0,0.0,0.0,1535,0,1535,8,400.0,0,0,400.0,140868.98
399,7040,64.0,0,5,1979,1979,216.0,1094.0,1094.0,1229,0,1229,6,672.0,0,0,672.0,160926.28
400,7007,64.0,0,5,1979,1979,0.0,0.0,0.0,1513,0,1513,8,400.0,0,0,400.0,140778.98
401,11855,0.0,0,7,2000,2000,23.0,820.0,1168.0,1168,1619,2787,8,820.0,0,0,820.0,251351.66
402,7939,0.0,0,7,2000,2000,23.0,820.0,1168.0,1168,1619,2787,8,820.0,0,0,820.0,250828.86
403,7976,0.0,0,7,2000,2000,23.0,820.0,1168.0,1168,1619,2787,8,820.0,0,0,820.0,250828.86
404,10933,84.0,0,9,2009,2009,242.0,1021.0,1555.0,1680,0,1680,8,1138.0,24,0,1138.0,286745.54
405,10816,65.0,0,9,2008,2008,364.0,1104.0,1720.0,1720,0,1720,8,846.0,104,0,846.0,286678.45
406,9178,71.0,0,8,2008,2008,0.0,0.0,1468.0,1468,0,1468,6,904.0,142,0,904.0,228529.39
407,11422,77.0,0,8,2007,2008,352.0,1359.0,1838.0,1838,0,1838,7,524.0,222,0,524.0,272182.65
408,6762,64.0,0,7,2007,2007,0.0,902.0,1282.0,1290,0,1290,6,662.0,0,0,662.0,196749.1
409,10324,95.0,0,8,2008,2008,140.0,872.0,1254.0,1254,0,1254,5,810.0,92,0,810.0,227142.53
410,11645,78.0,0,8,2005,2006,76.0,24.0,1498.0,1498,0,1498,7,844.0,98,0,844.0,238789.87
411,11646,79.0,0,6,2005,2006,0.0,0.0,704.0,704,718,1422,7,440.0,28,0,440.0,183662.37
412,16698,0.0,0,7,1992,1993,0.0,800.0,1449.0,944,815,1759,7,525.0,193,0,525.0,209918.08
413,9757,65.0,0,5,1994,1994,0.0,755.0,990.0,990,0,990,5,440.0,0,0,440.0,143416.9
414,14753,65.0,0,7,1998,1998,0.0,950.0,1463.0,1463,0,1463,5,539.0,81,0,539.0,205219.76
415,8750,70.0,0,6,1998,1998,120.0,606.0,928.0,928,844,1772,7,492.0,96,0,492.0,194674.92
416,10739,65.0,0,7,2002,2001,68.0,1259.0,1431.0,1444,0,1444,6,577.0,40,0,577.0,213465.08
417,11166,75.0,0,7,2001,2001,180.0,24.0,1492.0,1492,0,1492,6,608.0,114,0,608.0,210305.3
418,16269,0.0,0,5,1978,1978,76.0,625.0,907.0,907,0,907,5,343.0,0,0,343.0,136782.5
419,6950,76.0,0,5,1979,1979,40.0,710.0,914.0,914,0,914,5,444.0,0,0,444.0,132991.08
420,11664,90.0,0,7,2002,2002,0.0,1234.0,1569.0,1611,0,1611,6,1231.0,93,0,1231.0,262252.94
421,12334,0.0,0,8,2003,2003,198.0,0.0,1068.0,1068,1116,2184,8,570.0,132,0,570.0,215956.07
422,8749,70.0,0,7,2002,2002,0.0,0.0,840.0,840,885,1725,6,550.0,48,0,550.0,191559.37
423,11250,0.0,0,7,2001,2001,0.0,0.0,944.0,944,926,1870,6,608.0,43,0,608.0,192876.62
424,15750,90.0,0,8,1999,2000,260.0,1246.0,1462.0,1513,0,1513,5,521.0,34,0,521.0,233593.8
425,12782,0.0,0,8,2002,2003,164.0,1360.0,1822.0,1828,0,1828,7,523.0,144,0,523.0,242017.8
426,8750,70.0,0,7,1997,1998,209.0,1111.0,1417.0,1417,0,1417,7,511.0,0,0,511.0,207611.44
427,10200,85.0,0,8,2007,2007,180.0,1478.0,1578.0,1602,0,1602,7,810.0,48,0,810.0,260256.63
428,11069,85.0,0,6,2007,2007,0.0,0.0,608.0,608,788,1396,6,440.0,36,0,440.0,183058.37
429,10682,80.0,0,4,1960,1971,0.0,399.0,1014.0,1149,0,1149,7,544.0,240,0,544.0,151635.3
430,3675,35.0,0,6,2005,2006,80.0,547.0,547.0,1072,0,1072,5,525.0,28,0,525.0,162985.23
431,6410,64.0,0,4,1959,1959,0.0,332.0,876.0,876,0,876,5,320.0,0,0,320.0,121649.51
432,11767,70.0,0,5,1950,1950,0.0,1078.0,1078.0,1368,0,1368,6,195.0,41,211,195.0,125994.38
433,10926,65.0,0,5,1959,1959,74.0,0.0,1678.0,1678,0,1678,10,0.0,0,0,0.0,144176.24
434,11767,70.0,0,5,1956,1956,259.0,546.0,1150.0,1560,0,1560,7,313.0,0,0,313.0,140682.5
435,8212,45.0,2,5,1941,1950,0.0,626.0,720.0,854,444,1298,6,256.0,0,0,256.0,127042.72
436,6300,70.0,1,5,1938,1950,88.0,832.0,832.0,832,436,1268,7,250.0,0,55,250.0,127807.58
437,5707,43.0,0,6,1935,1950,0.0,0.0,583.0,647,595,1242,6,180.0,96,0,180.0,119182.87
438,8574,64.0,0,6,1916,2000,0.0,0.0,816.0,1232,0,1232,6,440.0,0,180,440.0,131925.88
439,7155,53.0,0,7,1918,1990,0.0,0.0,600.0,628,600,1228,6,215.0,113,0,215.0,136027.04
440,13680,60.0,0,5,1940,1950,0.0,728.0,840.0,840,727,1567,6,440.0,21,150,440.0,129831.63
441,14680,80.0,2,5,1960,1960,0.0,793.0,1273.0,1273,0,1273,5,307.0,0,0,307.0,133408.68
442,8145,0.0,0,7,1940,1950,0.0,246.0,920.0,1240,1240,2480,13,400.0,0,57,400.0,192914.7
443,9100,70.0,0,5,1954,1954,0.0,154.0,1112.0,1112,0,1112,6,390.0,0,0,390.0,128724.51
444,13339,90.0,0,6,1960,1960,132.0,65.0,1561.0,1561,0,1561,6,463.0,148,0,463.0,166199.8
445,15600,78.0,0,5,1949,2005,0.0,312.0,1067.0,986,537,1523,7,295.0,0,81,295.0,158008.95
446,17500,100.0,0,6,1954,1954,420.0,784.0,1310.0,1906,0,1906,6,576.0,201,0,576.0,188318.04
447,1733,24.0,0,6,1980,1980,0.0,0.0,516.0,516,516,1032,5,452.0,0,0,452.0,140571.32
448,1488,24.0,0,6,1980,1992,0.0,471.0,561.0,561,668,1229,5,462.0,0,0,462.0,152911.32
449,1612,24.0,0,6,1980,1980,0.0,0.0,561.0,561,668,1229,5,462.0,0,0,462.0,152780.72
450,13607,0.0,0,6,1986,1986,242.0,454.0,572.0,1182,800,1982,6,501.0,112,0,501.0,191422.2
451,17597,0.0,0,7,1971,2009,0.0,803.0,1803.0,2365,0,2365,7,551.0,144,0,551.0,236627.16
452,8660,50.0,0,5,1900,1993,0.0,0.0,760.0,928,928,2168,11,576.0,160,78,576.0,184359.0
453,10200,60.0,2,4,1925,1950,0.0,0.0,572.0,572,0,572,4,200.0,0,72,200.0,106423.06
454,3843,44.0,0,8,2007,2008,174.0,1476.0,1596.0,1648,0,1648,5,482.0,53,0,482.0,229019.55
455,21780,109.0,0,2,1910,1950,0.0,0.0,0.0,810,0,810,4,280.0,24,0,280.0,107224.62
456,10125,75.0,0,8,2000,2001,0.0,445.0,1107.0,1040,1012,2052,7,642.0,91,0,642.0,215968.28
457,9750,75.0,0,6,1977,1977,0.0,767.0,902.0,926,0,926,5,351.0,0,0,351.0,135103.08
458,9360,72.0,0,6,1977,1977,0.0,841.0,957.0,1287,0,1287,5,541.0,39,0,541.0,153799.0
459,11070,82.0,0,5,1991,1991,0.0,55.0,1582.0,1595,0,1595,5,672.0,0,0,672.0,185903.22
460,13438,113.0,0,9,2008,2008,246.0,1758.0,2190.0,2036,0,2036,9,780.0,154,0,780.0,306234.42
461,14463,79.0,0,9,2008,2008,406.0,1115.0,1641.0,1641,0,1641,7,885.0,95,0,885.0,283583.59
462,9839,0.0,0,6,1980,2006,0.0,462.0,712.0,1375,862,2237,7,440.0,24,0,440.0,191632.05
463,14419,125.0,0,7,1987,1989,310.0,904.0,1645.0,1479,0,1479,7,578.0,238,0,578.0,235018.7
464,9157,75.0,0,7,2003,2003,0.0,0.0,912.0,1072,942,2014,9,486.0,114,0,486.0,206490.08
465,12633,85.0,0,9,2007,2007,290.0,1640.0,1978.0,1978,0,1978,7,920.0,52,0,920.0,295947.18
466,12518,75.0,0,5,1968,1968,182.0,532.0,1008.0,1008,0,1008,6,384.0,0,0,384.0,134488.08
467,13383,83.0,0,5,1969,2000,176.0,594.0,1188.0,1404,0,1404,7,504.0,16,0,504.0,169670.7
468,7689,50.0,0,5,1972,1972,0.0,720.0,796.0,796,0,796,4,336.0,0,0,336.0,127034.58
469,7706,62.0,0,6,1993,1996,0.0,114.0,384.0,1091,0,1091,5,429.0,0,0,429.0,141285.26
470,7669,70.0,0,5,1992,1993,0.0,718.0,828.0,883,0,883,5,698.0,32,0,698.0,150890.29
471,10429,62.0,0,5,1992,1992,0.0,330.0,624.0,624,663,1287,6,440.0,0,0,440.0,164762.12
472,10457,70.0,0,5,1969,1969,178.0,496.0,784.0,784,848,1632,7,898.0,173,368,898.0,169485.83
